2919,CMDFall/public/colors/S1P19K2.avi,3,1087,0,216,0,NoFall,single,
2920,CMDFall/public/colors/S1P19K2.avi,3,1087,286,449,0,NoFall,single,
2921,CMDFall/public/colors/S1P19K2.avi,3,1087,584,957,0,NoFall,single,
2922,CMDFall/public/colors/S1P19K2.avi,3,1087,960,1343,0,NoFall,single,
2923,CMDFall/public/colors/S1P19K2.avi,3,1087,1344,1746,0,NoFall,single,
2924,CMDFall/public/colors/S1P19K2.avi,3,1087,1760,2150,0,NoFall,single,
2925,CMDFall/public/colors/S1P19K2.avi,3,1087,2169,2210,0,NoFall,single,
2926,CMDFall/public/colors/S1P19K2.avi,3,1087,2234,2274,0,NoFall,single,
2927,CMDFall/public/colors/S1P19K2.avi,3,1087,2304,2344,0,NoFall,single,
2928,CMDFall/public/colors/S1P19K2.avi,3,1087,2368,2404,0,NoFall,single,
2929,CMDFall/public/colors/S1P19K2.avi,3,1087,2432,2460,0,NoFall,single,
2930,CMDFall/public/colors/S1P19K2.avi,3,1087,2492,2534,0,NoFall,single,
2931,CMDFall/public/colors/S1P19K2.avi,3,1087,2582,2615,0,NoFall,single,
2932,CMDFall/public/colors/S1P19K2.avi,3,1087,2641,2677,0,NoFall,single,
2933,CMDFall/public/colors/S1P19K2.avi,3,1087,2699,2732,0,NoFall,single,
2934,CMDFall/public/colors/S1P19K2.avi,3,1087,2757,2797,0,NoFall,single,
2935,CMDFall/public/colors/S1P19K2.avi,3,1087,2828,2861,0,NoFall,single,
2936,CMDFall/public/colors/S1P19K2.avi,3,1087,2890,2927,0,NoFall,single,
2937,CMDFall/public/colors/S1P19K2.avi,3,1087,2960,3350,0,NoFall,single,
2938,CMDFall/public/colors/S1P19K2.avi,3,1087,3371,3410,1,Forward Fall,single,
2939,CMDFall/public/colors/S1P19K2.avi,3,1087,3581,3610,1,Forward Fall,single,
2940,CMDFall/public/colors/S1P19K2.avi,3,1087,3788,3820,1,Forward Fall,single,
2941,CMDFall/public/colors/S1P19K2.avi,3,1087,4011,4060,2,Backward Fall,single,
2942,CMDFall/public/colors/S1P19K2.avi,3,1087,4240,4286,2,Backward Fall,single,
2943,CMDFall/public/colors/S1P19K2.avi,3,1087,4432,4475,2,Backward Fall,single,
2944,CMDFall/public/colors/S1P19K2.avi,3,1087,4611,4646,3,Side Fall,single,
2945,CMDFall/public/colors/S1P19K2.avi,3,1087,4812,4847,3,Side Fall,single,
2946,CMDFall/public/colors/S1P19K2.avi,3,1087,5013,5060,3,Side Fall,single,
2947,CMDFall/public/colors/S1P19K2.avi,3,1087,5236,5275,3,Side Fall,single,
2948,CMDFall/public/colors/S1P19K2.avi,3,1087,5435,5477,3,Side Fall,single,
2949,CMDFall/public/colors/S1P19K2.avi,3,1087,5677,5713,3,Side Fall,single,
2950,CMDFall/public/colors/S1P19K2.avi,3,1087,5811,5965,0,NoFall,single,
2951,CMDFall/public/colors/S1P19K2.avi,3,1087,6130,6191,0,NoFall,single,
2952,CMDFall/public/colors/S1P19K2.avi,3,1087,6234,6309,0,NoFall,single,
2953,CMDFall/public/colors/S1P19K2.avi,3,1087,6398,6777,0,NoFall,single,
2954,CMDFall/public/colors/S1P19K2.avi,3,1087,6835,6892,3,Side Fall,single,
2955,CMDFall/public/colors/S1P19K2.avi,3,1087,7040,7102,3,Side Fall,single,
2956,CMDFall/public/colors/S1P19K2.avi,3,1087,7305,7350,3,Side Fall,single,
2957,CMDFall/public/colors/S1P19K2.avi,3,1087,7475,7560,0,NoFall,single,
2958,CMDFall/public/colors/S1P19K2.avi,3,1087,7596,7702,0,NoFall,single,
2959,CMDFall/public/colors/S1P19K2.avi,3,1087,8336,8367,0,NoFall,single,
2960,CMDFall/public/colors/S1P19K2.avi,3,1087,8383,8434,0,NoFall,single,
2961,CMDFall/public/colors/S1P19K2.avi,3,1087,8445,8524,0,NoFall,single,
2962,CMDFall/public/colors/S1P19K2.avi,3,1087,8544,8595,0,NoFall,single,
2963,CMDFall/public/colors/S1P19K2.avi,3,1087,8623,8692,0,NoFall,single,
2964,CMDFall/public/colors/S1P19K2.avi,3,1087,8834,8888,0,NoFall,single,
2965,CMDFall/public/colors/S1P19K2.avi,3,1087,8944,9040,0,NoFall,single,
2966,CMDFall/public/colors/S1P19K2.avi,3,1087,9230,9299,3,Side Fall,single,
2967,CMDFall/public/colors/S1P19K2.avi,3,1087,9530,9602,3,Side Fall,single,
2968,CMDFall/public/colors/S1P19K2.avi,3,1087,9886,9966,3,Side Fall,single,
2969,CMDFall/public/colors/S2P32K2.avi,3,1100,681,1036,0,NoFall,single,
2970,CMDFall/public/colors/S2P32K2.avi,3,1100,1050,1446,0,NoFall,single,
2971,CMDFall/public/colors/S2P32K2.avi,3,1100,1456,1842,0,NoFall,single,
2972,CMDFall/public/colors/S2P32K2.avi,3,1100,1882,2245,0,NoFall,single,
2973,CMDFall/public/colors/S2P32K2.avi,3,1100,2288,2327,0,NoFall,single,
2974,CMDFall/public/colors/S2P32K2.avi,3,1100,2365,2406,0,NoFall,single,
2975,CMDFall/public/colors/S2P32K2.avi,3,1100,2435,2474,0,NoFall,single,
2976,CMDFall/public/colors/S2P32K2.avi,3,1100,2517,2556,0,NoFall,single,
2977,CMDFall/public/colors/S2P32K2.avi,3,1100,2592,2647,0,NoFall,single,
2978,CMDFall/public/colors/S2P32K2.avi,3,1100,2692,2727,0,NoFall,single,
2979,CMDFall/public/colors/S2P32K2.avi,3,1100,2795,2833,0,NoFall,single,
2980,CMDFall/public/colors/S2P32K2.avi,3,1100,2871,2920,0,NoFall,single,
2981,CMDFall/public/colors/S2P32K2.avi,3,1100,2942,2979,0,NoFall,single,
2982,CMDFall/public/colors/S2P32K2.avi,3,1100,3015,3059,0,NoFall,single,
2983,CMDFall/public/colors/S2P32K2.avi,3,1100,3092,3135,0,NoFall,single,
2984,CMDFall/public/colors/S2P32K2.avi,3,1100,3165,3210,0,NoFall,single,
2985,CMDFall/public/colors/S2P32K2.avi,3,1100,3556,3598,0,NoFall,single,
2986,CMDFall/public/colors/S2P32K2.avi,3,1100,3640,3690,0,NoFall,single,
2987,CMDFall/public/colors/S2P32K2.avi,3,1100,3749,3805,0,NoFall,single,
2988,CMDFall/public/colors/S2P32K2.avi,3,1100,3870,3923,0,NoFall,single,
2989,CMDFall/public/colors/S2P32K2.avi,3,1100,4011,4335,0,NoFall,single,
2990,CMDFall/public/colors/S2P32K2.avi,3,1100,4354,4422,1,Forward Fall,single,
2991,CMDFall/public/colors/S2P32K2.avi,3,1100,4607,4661,1,Forward Fall,single,
2992,CMDFall/public/colors/S2P32K2.avi,3,1100,5187,5238,2,Backward Fall,single,
2993,CMDFall/public/colors/S2P32K2.avi,3,1100,5431,5469,2,Backward Fall,single,
2994,CMDFall/public/colors/S2P32K2.avi,3,1100,5762,5827,3,Side Fall,single,
2995,CMDFall/public/colors/S2P32K2.avi,3,1100,6020,6064,3,Side Fall,single,
2996,CMDFall/public/colors/S2P32K2.avi,3,1100,6373,6433,3,Side Fall,single,
2997,CMDFall/public/colors/S2P32K2.avi,3,1100,6647,6662,3,Side Fall,single,
2998,CMDFall/public/colors/S2P32K2.avi,3,1100,7015,7164,0,NoFall,single,
2999,CMDFall/public/colors/S2P32K2.avi,3,1100,7385,7474,0,NoFall,single,
3000,CMDFall/public/colors/S2P32K2.avi,3,1100,7506,7603,0,NoFall,single,
3001,CMDFall/public/colors/S2P32K2.avi,3,1100,7647,7944,0,NoFall,single,
3002,CMDFall/public/colors/S2P32K2.avi,3,1100,8074,8134,3,Side Fall,single,
3003,CMDFall/public/colors/S2P32K2.avi,3,1100,8295,8347,3,Side Fall,single,
3004,CMDFall/public/colors/S2P32K2.avi,3,1100,8568,8637,3,Side Fall,single,
3005,CMDFall/public/colors/S2P32K2.avi,3,1100,9480,9571,0,NoFall,single,
3006,CMDFall/public/colors/S2P32K2.avi,3,1100,9603,9684,0,NoFall,single,
3007,CMDFall/public/colors/S2P32K2.avi,3,1100,9724,9790,0,NoFall,single,
3008,CMDFall/public/colors/S2P32K2.avi,3,1100,9993,10042,0,NoFall,single,
3009,CMDFall/public/colors/S2P32K2.avi,3,1100,10172,10237,0,NoFall,single,
3010,CMDFall/public/colors/S2P32K2.avi,3,1100,10431,10493,0,NoFall,single,
3011,CMDFall/public/colors/S2P32K2.avi,3,1100,10634,10703,3,Side Fall,single,
3012,CMDFall/public/colors/S2P32K2.avi,3,1100,10941,11020,3,Side Fall,single,
3013,CMDFall/public/colors/S2P32K2.avi,3,1100,11269,11328,3,Side Fall,single,
3014,CMDFall/public/colors/S3P30K2.avi,3,1098,292,832,0,NoFall,single,
3015,CMDFall/public/colors/S3P30K2.avi,3,1098,832,1249,0,NoFall,single,
3016,CMDFall/public/colors/S3P30K2.avi,3,1098,1249,1648,0,NoFall,single,
3017,CMDFall/public/colors/S3P30K2.avi,3,1098,1648,2064,0,NoFall,single,
3018,CMDFall/public/colors/S3P30K2.avi,3,1098,2064,2131,0,NoFall,single,
3019,CMDFall/public/colors/S3P30K2.avi,3,1098,2158,2216,0,NoFall,single,
3020,CMDFall/public/colors/S3P30K2.avi,3,1098,2242,2288,0,NoFall,single,
3021,CMDFall/public/colors/S3P30K2.avi,3,1098,2324,2373,0,NoFall,single,
3022,CMDFall/public/colors/S3P30K2.avi,3,1098,2399,2452,0,NoFall,single,
3023,CMDFall/public/colors/S3P30K2.avi,3,1098,2453,2507,0,NoFall,single,
3024,CMDFall/public/colors/S3P30K2.avi,3,1098,2531,2578,0,NoFall,single,
3025,CMDFall/public/colors/S3P30K2.avi,3,1098,2606,2661,0,NoFall,single,
3026,CMDFall/public/colors/S3P30K2.avi,3,1098,2693,2744,0,NoFall,single,
3027,CMDFall/public/colors/S3P30K2.avi,3,1098,2782,2839,0,NoFall,single,
3028,CMDFall/public/colors/S3P30K2.avi,3,1098,2870,3254,0,NoFall,single,
3029,CMDFall/public/colors/S3P30K2.avi,3,1098,3261,3333,1,Forward Fall,single,
3030,CMDFall/public/colors/S3P30K2.avi,3,1098,3389,3451,1,Forward Fall,single,
3031,CMDFall/public/colors/S3P30K2.avi,3,1098,3527,3585,1,Forward Fall,single,
3032,CMDFall/public/colors/S3P30K2.avi,3,1098,3679,3740,1,Forward Fall,single,
3033,CMDFall/public/colors/S3P30K2.avi,3,1098,3875,3930,2,Backward Fall,single,
3034,CMDFall/public/colors/S3P30K2.avi,3,1098,4032,4102,2,Backward Fall,single,
3035,CMDFall/public/colors/S3P30K2.avi,3,1098,4209,4270,2,Backward Fall,single,
3036,CMDFall/public/colors/S3P30K2.avi,3,1098,4387,4438,2,Backward Fall,single,
3037,CMDFall/public/colors/S3P30K2.avi,3,1098,4516,4580,3,Side Fall,single,
3038,CMDFall/public/colors/S3P30K2.avi,3,1098,4661,4722,3,Side Fall,single,
3039,CMDFall/public/colors/S3P30K2.avi,3,1098,4829,4893,3,Side Fall,single,
3040,CMDFall/public/colors/S3P30K2.avi,3,1098,5063,5123,3,Side Fall,single,
3041,CMDFall/public/colors/S3P30K2.avi,3,1098,5214,5274,3,Side Fall,single,
3042,CMDFall/public/colors/S3P30K2.avi,3,1098,5380,5467,3,Side Fall,single,
3043,CMDFall/public/colors/S3P30K2.avi,3,1098,5707,5852,0,NoFall,single,
3044,CMDFall/public/colors/S3P30K2.avi,3,1098,6072,6169,0,NoFall,single,
3045,CMDFall/public/colors/S3P30K2.avi,3,1098,6181,6266,0,NoFall,single,
3046,CMDFall/public/colors/S3P30K2.avi,3,1098,6300,6398,0,NoFall,single,
3047,CMDFall/public/colors/S3P30K2.avi,3,1098,6425,6519,0,NoFall,single,
3048,CMDFall/public/colors/S3P30K2.avi,3,1098,6582,6668,0,NoFall,single,
3049,CMDFall/public/colors/S3P30K2.avi,3,1098,6735,6790,3,Side Fall,single,
3050,CMDFall/public/colors/S3P30K2.avi,3,1098,6957,7028,3,Side Fall,single,
3051,CMDFall/public/colors/S3P30K2.avi,3,1098,7162,7217,3,Side Fall,single,
3052,CMDFall/public/colors/S3P30K2.avi,3,1098,7340,7396,3,Side Fall,single,
3053,CMDFall/public/colors/S3P30K2.avi,3,1098,8291,8386,0,NoFall,single,
3054,CMDFall/public/colors/S3P30K2.avi,3,1098,8402,8552,0,NoFall,single,
3055,CMDFall/public/colors/S3P30K2.avi,3,1098,8680,8748,0,NoFall,single,
3056,CMDFall/public/colors/S3P30K2.avi,3,1098,8852,8904,0,NoFall,single,
3057,CMDFall/public/colors/S3P30K2.avi,3,1098,9081,9199,3,Side Fall,single,
